"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시군구코드","시군구명","시설주소","전화번호","우편번호"
"현대복지센터","C0608211473","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난곡로 189, 3층 (신림동)","",""
"굿모닝노인복지센터","C0608211555","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 신내로 112, A동 203호 (신내동)","",""
"'오케이'방문요양센터","C0608211581","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 겸재로54길 22, 1층 (면목동)","",""
"나래복지용구","C0608211585","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로73가길 28, 103호 (면목동, 아이쉐르빌 아파트)","",""
"(心)심 방문요양센터","C0608211648","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 올림픽로71길 18-20 (천호동)","",""
"하늘빛재가방문요양","C0608211649","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 성안로 143, 310호 (천호동)","",""
"행복동행복지센터","C0608211882","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 자양로28길 90, 102호 (구의동)","",""
"(A)비지팅엔젤스 동대문방문요양지점","C0608215325","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 고산자로34길 70, 501호 (용두동)","",""
"엔젤방문요양센터","C0608215349","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 호암로 417, 상가동 308?311호 (신림동, 국제산장아파트)","",""
"강남동산 재가노인복지센터","C0608215826","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 논현로16길 20-8, 201호 (개포동)","",""
"삼혜재가복지센터","C0608275187","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 화랑로32길 127 (석관동)","",""
"치유재가방문요양센터","C0608275402","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 양재대로102길 4, 202호 (둔촌동, 제이디파크빌)","",""
"A+광진데이케어센터","C0608276087","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 광나루로 562 (구의동, 경우빌딩 1관 3,4,5층)","",""
"(주)시니어텍 솔루션 송파지점","C0608303746","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 오금로11길 47-16, 2층 204호 (방이동, 에비뉴잠실)","",""
"자혜연힐링케어복지센터","C0608303753","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 오금로 484, 203호 (거여동)","",""
"잠실힐링데이케어","C0608303765","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로 187, 2층, 3층 (잠실동, 파크인-수)","",""
"재가복지센터 선택","C0608304110","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 독산로36길 10, 1층 (시흥동)","",""
"한양 간호요양센터","C0608304113","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 시흥대로 315, 960동 108호 (독산동)","",""
"강북희망데이케어센터","C0608328224","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼양로 412, 2층 (수유동)","",""
"강남은혜재가요양센터","C0608328247","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 오류로8길 93 (오류동)","",""
"이원건강의료기","C0608328252","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 성안로 156, 106호 (길동)","",""
"케어링 방문요양센터 서울 관악점","C0608328498","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 봉천로 295-1, 1층 (봉천동)","",""
"모자방문요양센터","C0608328504","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로 851, 106동 213호 (도봉동)","",""
"장수재가복지센터","C0608328557","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 지양로14길 11, 102호 (신월동)","",""
"좋은사람들재가요양복지센터","C0608328612","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동남로4길 22, 2층 201호 (신정동)","",""
"엠마오방문요양센터","C0608328625","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 동일로 720, 2층 (상봉동)","",""
"하나재가노인복지센터","C0608328627","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 중랑역로 233, 1층 (묵동)","",""
"사랑과섬김요양원단기보호","C0608328629","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 동일로 905, 2층 (묵동)","",""
"효다함재가노인복지센터","C0608328719","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 경인로20가길 5, 601-1호 (오류동)","",""
"가치돌봄방문요양센터","C0608328736","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 도림로3길 19, 102호 (구로동, 아트빌라6동)","",""
"천우재가복지센터","C0608328900","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 허준로 176, 2층 205호 (가양동, 가양도시개발공사아파트)","",""
"서울큰나무재가복지센터","C0608328905","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 화곡로31길 90, 3층 (화곡동)","",""
"방글재가방문요양센터","C0608329104","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 가마산로71길 9, 1층 (신길동)","",""
"광진재활데이케어센터","C0608335217","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 용마산로 10, 2층 (중곡동)","",""
"지성재가복지센터","C0608335259","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 큰우물로 75, 702호 (도화동, 성지빌딩)","",""
"복지플러스요양센터","C0608335631","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 솔샘로 251, 지하1층 (미아동)","",""
"A+그린실버복지센터","C0608335890","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 종암로 89, 1층 4호 (종암동)","",""
"선한이웃방문요양센터","C0608335895","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 안암로9길 47, 1층 (안암동3가)","",""
"진방문요양센터","C0608335898","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 상계로23길 40, 1층 좌측호 (상계동)","",""
"행복동행 방문요양센터","C0608335933","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로245가길 41, 2층 201호 (상계동, 은빛아파트 상가동)","",""
"명지재가노인복지센터","C0608336023","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 명지길 85, 202호 (홍은동, 샤르망메종)","",""
"캥거루방문요양센터","C0608336028","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 증가로20가길 80, 1층 (북가좌동)","",""
"서대문재가복지센터","C0608336032","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 통일로 430, 2층 (홍제동)","",""
"우리들데이케어센터","C0608336140","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 장승배기로 41 (상도동, 문민빌딩 2층 전체 )","",""
"가나안재가복지센터","C0608337186","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 덕릉로 777, 1층 (상계동)","",""
"행복동행 방문요양센터","C0608337193","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로44길 13, B01호 (상계동, 우측 일부)","",""
"노원마을재가복지센터","C0608338356","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 노원로 540, 1층 111호 (상계동, 상계주공아파트9단지종합상가)","",""
"은평시민데이케어센터","C0608338564","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 연서로 209 (갈현동, 보성빌딩 5층 )","",""
"은평복지용구","C0608338569","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 응암로 175-1, 3층 (응암동)","",""
"다온사랑재가복지센터","C0608350820","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 돌곶이로14길 11, 1층 (석관동)","",""
"정함효센터","C0608350834","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 능동로 358, 1층 (중곡동)","",""
"가구마다재가요양센터","C0608356175","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영등포로 26, 1층 (양평동2가)","",""
"파인케어재가방문요양센터","C0608356176","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 버드나루로 135, 3층 301-2호 (당산동)","",""
"만사형통재가복지센터","C0608356179","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 문래로 98, 2층 204호 (문래동3가)","",""
"여명재가복지센터","C0608358179","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 겸재로 78, 2층 (면목동)","",""
"드림재가복지센터","C0608358231","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 방학로2길 35, 2층 (방학동)","",""
"방학재가노인방문요양센터","C0608358235","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 방학로 183, 401호 (방학동, 거구빌딩)","",""
"언약정원재가복지센터","C0608358237","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로180나길 41, 상가1동 335호 (도봉동)","",""
"'(A)비지팅엔젤스 도봉창동방문요양지점","C0608358241","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 덕릉로62길 8, 1층 (창동)","",""
"샤론재가복지센터","C0608358279","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 망우로71길 60, 201호 (망우동)","",""
"다연재가노인복지센터","C0608360715","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 한천로155길 43, A동 114호 (수유동)","",""
"강동 방문간호재가요양센터","C0608360865","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 상암로 41, 311호 (암사동, 암사동양덱스빌)","",""
"모나미 노인통합지원센터","C0608365715","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로 851, 302호 (도봉동)","",""
"(주)대교뉴이프 방문요양센터 도봉센터 ","C0608365720","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로 602, 1층 (창동)","",""
"청송재가복지센터","C0608365724","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 우이천로48길 4, 1층 (쌍문동)","",""
"카네이션방문요양센터","C0608365725","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로 517, 202호 (쌍문동)","",""
"꽃길재가복지센터","C0608365788","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 연서로32길 5, 2층 (불광동)","",""
"그레이스방문요양센터","C0608365789","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 갈현로33길 16, 2층 (갈현동)","",""
"해피케어","C0608365792","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 통일로83길 7 (갈현동)","",""
"(A+)시니어스힐링재가요양센터","C0608365796","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 증산로5길 15, 402호 (증산동)","",""
"정겨운재가복지센터","C0608365924","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 덕릉로24길 41-1, 1층 (수유동)","",""
"나무그늘재가복지센터","C0608365982","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로 1279, B103호 (중계동, 중계그린아파트 B 상가)","",""
"사랑나눔재가복지센터","C0608366059","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로46길 52, 1층 103.104호 (상계동)","",""
"더좋은 방문요양센터","C0608366069","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 공릉로20길 22-1, B01호 (공릉동)","",""
"더즐거운재가복지센터","C0608366076","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로174길 27, 2층 (공릉동)","",""
"휘경사랑데이케어센터","C0608378165","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 망우로 40, 5~6층 (휘경동)","",""
"드림방문요양센터","C0608379354","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 성북로4길 52, 411동 3202호 (돈암동, 한신아파트)","",""
"꽃길복지용구","C0608380033","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 여의대방로22나길 14 (신대방동, 1층 꽃길복지용구 )","",""
"사협)기쁨주는복지 양천재가센터","C0608380083","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 남부순환로38길 22, 1층 (신월동)","",""
"햇살로뎀 재가복지센터","C0608380103","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동중앙남로 100, 102동 201호 (목동, 성원아파트)","",""
"별빛재가복지센터","C0608394204","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 긴고랑로4길 30, 1층 우측호 (중곡동)","",""
"원 다우리재가노인복지센터","C0608394219","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 디지털로 431, 2층 (대림동)","",""
"함께해요재가복지센터","C0608394330","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 선유로13길 11, 201동 1005호 (문래동6가)","",""
"따스한재가복지센터","C0608394443","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영중로 58, 5층 (영등포동5가)","",""
"사랑드림재가노인복지센터","C0608396214","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로 469, 3, 4층 (방이동)","",""
"A+아리아케어 방문요양 서초방배센터","C0608396219","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1165000000","서초구","서울특별시 서초구 방배로31길 8, 3층 (방배동)","",""
"신원재가복지센터","C0608396260","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 은천로 40-1, 2층 (봉천동)","",""
"우리사랑재가복지센터","C0608396360","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로78길 48, 1층 (면목동)","",""
"하늘재가요양기관","C0608396397","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 고척로 49, 상가동 309호 (오류동, 동부골든아파트)","",""
"장수재가노인복지센터","C0608396440","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 오패산로3길 72, 3층 (하월곡동)","",""
"삼성복지법인 재가센터","C0608396462","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 장승배기로 134, 2층 (노량진동)","",""
"강남실버케어 복지센터","C0608396767","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 개포로 650, 2층 203호 (일원동)","",""
"한가족재가복지센터","C0608397065","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 성대로 205, 1층 (상도동)","",""
"스마일데이케어센터","C0608403159","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 전농로 102, 202호 (답십리동, 목련빌딩)","",""
"푸른소나무주야간보호센터 강서점","C0608411175","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 강서로45길 174, 4층 408~411호호 (내발산동)","",""
"글로리재가방문요양센터","C0608411717","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1111000000","종로구","서울특별시 종로구 대학로1길 38-6, 5층 (연지동)","",""
"아름다운실버데이케어","C0608411720","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1111000000","종로구","서울특별시 종로구 평창길 123 (평창동)","",""
"노원실버 방문요양센터","C0608411929","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로31길 22, 1층 (상계동)","",""
"더사랑데이케어센터","C0608411964","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로 601, 2,3층 (쌍문동, 시그마팰리스)","",""
"신창동재가요양센터","C0608412051","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 우이천로4길 23 (창동)","",""
"마포재가복지센터","C0608424150","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 손기정로 46, 1층 2호 (아현동)","",""
"훼미리방문요양센터","C0608437275","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 바람드리길 31, 1층 (풍납동)","",""
"돈암실버재가복지센터","C0608437799","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 삼선교로16길 36, 2층 (삼선동2가)","",""
"뉴에덴방문요양센터","C0608437809","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 장위로 78, 3층 (장위동)","",""
"금천독산데이케어센터","C0608437936","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 시흥대로 422, 2층 (독산동)","",""
"베품재가복지센터","C0608438044","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼양로 577-24, 1층 (우이동)","",""
"더조은재가복지센터","C0608438046","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼각산로 158, B1층 (수유동)","",""
"보듬방문요양센터","C0608462194","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 세무서길 90, 2층 (홍제동)","",""
"부모님재가복지센터","C0608462195","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 모래내로 380-1, 지층 (연희동)","",""
"사랑마을재가방문요양센터","C0608462197","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 모래내로17길 72-9, 지층 (홍은동)","",""
"한사랑노인복지센터","C0608462213","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 경인로33바길 20, 102호 (개봉동)","",""
"시니어학교 강동성내 데이케어센터","C0608462259","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 올림픽로 572, 2층 208호 (성내동, 코오롱 2차 아파트 상가)","",""
"1424 재가노인복지센터","C0608462417","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 천호대로 1224, 2층 (둔촌동)","",""
"섬기는재가복지센터","C0608462426","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영등포로 106, 102동 2층 215호 (당산동2가, 대우아파트)","",""
"닥터케이재가복지센터","C0608462456","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 도신로64길 10, 3층 (신길동)","",""
"봄날재가노인복지센터","C0608462516","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 경인로20나길 30, 607호 (오류동)","",""
"새힘재가복지센터","C0608462532","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난향길 50, 지1층 (신림동)","",""
"보금자리재가복지센터","C0608462533","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난곡로26길 16 (신림동)","",""
"다정한방문요양재가복지센터","C0608462782","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 보문로30가길 4, 201호 (안암동1가)","",""
"골든엔젤","C0608462851","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 가산디지털1로 24, 201호 (가산동, 대륭테크노타운 13차)","",""
"쉴만한 물가 재가복지센터","C0608463127","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 마곡중앙2로 5, 209호 (마곡동, 메트로비즈타워)","",""
"케어닥방문요양돌봄센터 구로파트너점","C0608482150","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 구로중앙로31길 26, 4층 (구로동)","",""
"가온어르신방문요양센터","C0608497520","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 지양로7길 23, 2층 (신월동)","",""
"햇님재가노인복지센터","C0608497554","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 테헤란로69길 10, 803호 (삼성동)","",""
"푸른소나무주야간보호센터 강서점","C0608497615","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 강서로45길 174, 4층 408~410호 (내발산동)","",""
"하이재가방문요양센터","C0608497648","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 광운로2가길 17, B01호 (월계동)","",""
"선재가복지센터","C0608497767","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도당로13라길 132, 1층 (방학동)","",""
"(+A)충무재가복지센터","C0608497793","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 서울특별시립대로4길 5, 4층 (전농동)","",""
"맘으로재가복지센터","C0608497829","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1114000000","중구","서울특별시 중구 퇴계로 379, 2층 (신당동)","",""
"진아리랑 재가복지센터","C0608544692","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 등촌로 95, 2층 (등촌동)","",""
"대교뉴이프 재가복지센터 서울강서센터","C0608544694","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 양천로24길 56 (방화동)","",""
"다원재가복지센터","C0608559162","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 성내천로 272, 1층 (마천동)","",""
"송파방문요양센터","C0608559164","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 삼학사로 65, 303호 (삼전동)","",""
"“A”+보은재가노인복지센터","C0608559186","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 금낭화로23길 25, 106호 (방화동, 6단지상가)","",""
"신사방문요양센터","C0608559187","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 압구정로 108, B03호 (신사동, 덕산빌딩)","",""
"행복재가방문요양센터","C0608559208","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 아차산로 464, 303호 (구의동)","",""
"도담재가요양센터","C0608559209","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 아차산로36길 5, 506호 (자양동)","",""
"9988방문요양센터","C0608565243","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 봉천로 228, 201호 (신림동)","",""
"디딤돌재가노인복지시설","C0608565244","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 남부순환로161가길 6, 1층 (신림동)","",""
"가나케어재가센터","C0608565245","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난곡로 98, B동 지1층 B08호 (신림동, 파로스프라자B동)","",""
"봄봄재가복지센터","C0608565248","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 수유로 55, 2층 (수유동)","",""
"가족사랑방문요양재가센터","C0608565250","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 인수봉로72길 42, 108호 (수유동)","",""
"대한의료기복지용구","C0608565253","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 도봉로81길 12, 1층 (수유동)","",""
"늘푸른재가돌봄센터 영등포점","C0608565305","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영등포로64길 35, 201호 (신길동)","",""
"동행케어재가복지센터","C0608565309","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 디지털로 437, 101호 (대림동)","",""
